"D1","y1","D2","y2"
0,0,0.993844170297569,0.982448010846068
0.111111111111111,-0.14071305916102,0.945503262094184,0.862997442415874
0.222222222222222,0.66192149704479,0.853553390593274,0.769426443685297
0.333333333333333,-0.488444937662731,0.726995249869773,0.480325634508692
0.444444444444444,0.485507138544061,0.578217232520115,0.25426032759873
0.555555555555556,0.167457147000697,0.421782767479885,0.396744278958303
0.666666666666667,0.515951129160591,0.273004750130227,0.799973268234258
0.777777777777778,0.570796765778965,0.146446609406726,-0.567879434011435
0.888888888888889,0.802733211732945,0.0544967379058161,0.290255750898974
1,1,0.00615582970243117,0.0400317187038197
