"d1","d2"
1,1.02170516704084
1,0.842851654675559
1.4142135623731,1.27139800662409
1,0.826241170311429
1.4142135623731,0.947741964305028
1.4142135623731,1.09700499460409
1.73205080756888,1.17247587810744
1,1.50919489695178
1.4142135623731,1.1660767103138
1.4142135623731,1.0240980465135
1.73205080756888,0.682560989778576
1.4142135623731,0.773062750703061
1.73205080756888,0.896920216298251
1.73205080756888,1.22820919743514
2,0.897767223425533
1,0.580479324589817
1.4142135623731,1.4285574260779
1.4142135623731,0.71699343939567
1.73205080756888,0.880309146640546
1.4142135623731,1.38377033998866
1.73205080756888,1.11721413628135
1.73205080756888,1.0693832686207
2,1.35627123841265
1.4142135623731,1.07131617067765
1.73205080756888,0.713467189952263
1.73205080756888,1.19853799356534
2,1.35173567759951
1.73205080756888,1.13697817479157
2,1.00075704998044
2,1.22410061792787
2.23606797749979,1.22470653668483
1,1.24435250993373
1.4142135623731,0.747944383322326
1.4142135623731,1.25817944469509
1.73205080756888,0.923110989939093
1.4142135623731,0.596648177493738
1.73205080756888,0.735488534009292
1.73205080756888,0.8666729576732
2,1.41547384844018
1.4142135623731,1.19463448736523
1.73205080756888,1.02005172869681
1.73205080756888,1.4010911429879
2,0.466531486136903
1.73205080756888,1.20013850913602
2,1.24536690490442
2,0.983809530646915
2.23606797749979,1.11096104035703
1.4142135623731,1.04800695196631
1.73205080756888,0.808328505364064
1.73205080756888,0.835532632985552
2,1.02032886692681
1.73205080756888,0.968119500144705
2,1.14764918151327
2,1.08597342005584
2.23606797749979,1.36064655202916
1.73205080756888,1.02071642154691
2,1.15093588104132
2,1.15324140086434
2.23606797749979,1.15920303591937
2,1.54201607297698
2.23606797749979,0.530881353370548
2.23606797749979,1.35552771855032
2.44948974278318,1.13908757013986
1.4142135623731,1.16980860978741
1,1.0538982105368
1.4142135623731,1.20341324931209
1,0.90739372991985
1.73205080756888,1.08940537975213
1.4142135623731,1.31277233928125
1.4142135623731,1.49311076113291
1,1.09848461112342
1.73205080756888,1.39342401638937
1.4142135623731,1.14917428343264
1.73205080756888,0.844376090335218
1.4142135623731,0.875553932036496
2,0.818471701296172
1.73205080756888,0.723228852034785
1.4142135623731,1.04721715227271
1,1.0065396327004
1.73205080756888,0.619392929050356
1.4142135623731,0.981765953038564
1.73205080756888,1.50765161923044
1.4142135623731,1.2281837469402
2,0.953338787237227
1.73205080756888,0.948655412594286
1.73205080756888,1.62768947031772
1.4142135623731,1.04510043223989
2,0.984579690734661
1.73205080756888,1.20285814592517
2,1.32966410406515
1.73205080756888,1.14890679798918
2.23606797749979,1.39785093486455
2,1.28994946072766
1.4142135623731,0.946706203855574
1,1.23689700307002
1.73205080756888,1.31558691537354
1.4142135623731,1.17278617189997
1.73205080756888,1.2167964138097
1.4142135623731,1.04700827010853
2,0.568646544166634
1.73205080756888,1.22696575871245
1.73205080756888,1.05139080193662
1.4142135623731,1.05680764687645
2,0.72947764218008
1.73205080756888,1.17550367132352
2,1.39332756744709
1.73205080756888,1.15166458132251
2.23606797749979,1.03386538384407
2,1.13997267471169
1.73205080756888,1.03057472107721
1.4142135623731,1.04780124040907
2,0.968732961170899
1.73205080756888,1.1501603257723
2,0.927431700619051
1.73205080756888,0.964821806723745
2.23606797749979,0.584664791378491
2,1.42873717364247
2,1.39345148834106
1.73205080756888,1.28606100484619
2.23606797749979,1.59838059684937
2,1.44556748257886
2.23606797749979,1.07359983807446
2,1.25897134881883
2.44948974278318,1.50756704415053
2.23606797749979,0.787002099553529
1,1.10718212307222
1.4142135623731,1.03887340436394
1.73205080756888,1.29119518222526
1,1.12798977669611
1.4142135623731,0.939006956339496
1.4142135623731,0.867192451659636
1.73205080756888,0.95067529754571
1,0.915604188881516
1.4142135623731,0.741180706369514
1.73205080756888,0.728043419398197
2,1.19364502117014
1.4142135623731,1.06098449133311
1.73205080756888,1.04021952363201
1.4142135623731,0.737480493465002
1.73205080756888,1.35107150317295
1,1.02119750322928
1.4142135623731,1.26309391958573
1.73205080756888,1.0253925236816
2,0.567622176970359
1.4142135623731,0.777179165737173
1.73205080756888,1.12560936935857
1.73205080756888,0.734744972176439
2,0.866072156200062
1.4142135623731,1.23803360193223
1.73205080756888,1.09390980795907
2,0.94511421220297
2.23606797749979,1.03465587057394
1.73205080756888,0.950188332712521
2,0.964223460109415
1.4142135623731,0.922656763245003
1.73205080756888,0.419606594841484
1,1.09161295223929
1.4142135623731,0.737682988406427
1.73205080756888,0.909951967089112
2,1.07164845783052
1.4142135623731,1.18067935110121
1.73205080756888,0.939988639870386
1.73205080756888,0.936666030066251
2,1.20978046714297
1.4142135623731,1.14632253723372
1.73205080756888,1.17738379396975
2,0.934632557538483
2.23606797749979,1.21225569040752
1.73205080756888,0.653723006949595
2,1.02236364719778
1.73205080756888,0.7024867295715
2,1.05518236636016
1.4142135623731,0.69075544493057
1.73205080756888,0.996750558708764
2,1.33473720988121
2.23606797749979,0.821529676484387
1.73205080756888,0.832199151378853
2,0.83183789255941
2,0.662267232791331
2.23606797749979,0.553102603649832
1.73205080756888,0.486134873548275
2,1.18774470509492
2.23606797749979,1.25999742970972
2.44948974278318,0.943661670192296
2,1.2520193990748
2.23606797749979,1.00381600185257
1.73205080756888,1.14887548542087
1.4142135623731,1.04214809282985
1.4142135623731,0.795148372113344
1,1.2708735292358
1.73205080756888,0.898818793409396
1.4142135623731,1.22096636302747
1.4142135623731,1.03689799532899
1,1.10648291295364
2,1.02661060396204
1.73205080756888,1.40752342689021
1.73205080756888,0.597931282815063
1.4142135623731,1.08205529039418
1.73205080756888,0.857384805886116
1.4142135623731,0.713427867525977
1.4142135623731,1.15668789447845
1,0.802918076630731
2,1.0222803746834
1.73205080756888,1.33512246537291
1.73205080756888,0.584969341155706
1.4142135623731,0.962764368984636
2,1.4064986867186
1.73205080756888,1.0312028438493
1.73205080756888,1.01164416965957
1.4142135623731,0.625249753525107
2.23606797749979,0.864703839499622
2,1.47391567235283
2,0.669819245807108
1.73205080756888,1.13166615625978
1.73205080756888,1.1891682985758
1.4142135623731,1.33468907195548
1.4142135623731,0.789689777704232
1,1.05560777492705
2,1.29915325589967
1.73205080756888,1.02030162325394
1.73205080756888,1.09329265334989
1.4142135623731,1.0360424498041
2,1.58434821909506
1.73205080756888,0.957073748814073
1.73205080756888,0.788124687540021
1.4142135623731,1.3521371015448
2.23606797749979,1.02526357276721
2,0.567084346995599
2,1.01662040126205
1.73205080756888,0.846514700851044
2,0.660877365565429
1.73205080756888,1.37058589042599
1.73205080756888,1.04563195121279
1.4142135623731,0.9887284092122
2.23606797749979,1.09526661886673
2,1.29327679119719
2,0.945629929707042
