"D1","y1","D2","y2"
0,-0.0626453810742332,0,-0.0339676971961898
0.111111111111111,-0.122348726738811,0.04,0.0839348892275703
0.222222222222222,0.578358635803785,0.13,-0.311226998252904
0.333333333333333,-0.328916857448951,0.26,1.15429114560905
0.444444444444444,0.518457915725597,0.416666666666667,0.34733903334841
0.555555555555556,0.0854103085888956,0.583333333333333,0.180543708551552
0.666666666666667,0.564694034403439,0.74,0.598204718868498
0.777777777777778,0.644629236291887,0.87,0.802432953983132
0.888888888888889,0.860311346898294,0.96,0.854380249817764
1,0.969461161284364,1,1.112358542318
0,0.151178116845085,0,-0.0759845657357593
0.111111111111111,-0.101728735519877,0.04,0.365307263476721
0.222222222222222,0.59979743899061,0.13,-0.488359800318606
0.333333333333333,-0.709914926380481,0.26,1.05174979617675
0.444444444444444,0.598000230358372,0.416666666666667,0.442748835342975
0.555555555555556,0.162963786099174,0.583333333333333,0.145108070905907
0.666666666666667,0.514332102850696,0.74,0.529302041528291
0.777777777777778,0.665180386847495,0.87,0.777341571032181
0.888888888888889,0.884855331242754,0.96,0.960581851249371
1,1.05939013212175,1,0.921140206462078
